,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
338,TQQQ,2022-01-28 15:54:00+00:00,84,BUY,1.149592746,,1,52.665,52.31,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-39.47972586,SQQQ,,19.4114417,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.4,51.56,53.515,62.43653846,51.5752,51.26045,0.31475,5.095994442,47.30400556,80.0159669,85.08481222,13.67804093,8.550074478,5.127966448,59.97569332,BEARISH ENGULFING,2022-01-04,17,,85.945,82.24,SELL,5,0.2941176471,80.724,2022-01-05 0:00:00,100,SELL,80.724,2022-01-05,23,5,0,0,0,0,2022-01-25 18:27:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.143134213,2.34678045,0.4779130086,-2.831652444,14.08686679,0.5139643134,2.34678045,4.301217078,-1.629169899,0,0,0,2022-01-25 20:11:00+00:00,3,0,0,22f6bd47abed457cb884f59a3c3f6378
342,TQQQ,2022-01-31 14:51:00+00:00,21,BUY,6.702308302,,1,57.44,57.935,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'AB Intraday Buy Confirmed using Buy Level with Total Net >= 7', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-28.81120821,SQQQ,,13.51432152,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'AB Intraday Buy Confirmed using Buy Level with Total Net >= 7', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,57.045,56.37,54.158,61.3,57.09286667,55.95513333,1.137733333,5.15408912,51.89091088,49.73659315,-59.28304431,38.52570839,31.6269166,6.898791789,21.81303943,BULLISH ONE WHITE SOLDIER,2022-01-28,1,56.37,50.1,,,12,12,,nan,100,SELL,80.724,2022-01-05,26,5,0,0,0,0,2022-01-28 15:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.898172787,3.246407664,4.376920036,-0.2660989888,0.5759105311,0.7007273372,3.246407664,8.264316121,-1.19744545,0,0,0,2022-01-28 19:12:00+00:00,1,1,1,65b49653caa24f3987247adab7508128
346,TQQQ,2022-02-01 15:27:00+00:00,57,BUY,-0.7647695095,,1,61.045,60.99,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-24.42493332,SQQQ,SELL,8.28527222,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,62.42,61.83,56.928,60.58923077,60.56486667,60.92368333,-0.3588166667,5.182401961,57.23759804,49.52333514,46.92516006,46.2159257,52.33470518,-6.118779476,-11.69162882,BULLISH ONE WHITE SOLDIER,2022-01-28,2,56.37,50.1,,BUY,12,6,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,1,12,0,0,0,0,2022-01-31 14:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.269610222,1.115963125,2.662211886,-3.39640951,7.223481329,-2.22383956,1.115963125,3.72709664,-0.9542293385,0,0,0,2022-01-31 20:57:00+00:00,1,0,0,31fc3930416f489cb9fbc22cc73b3072
348,TQQQ,2022-02-01 16:05:00+00:00,95,BUY,-0.164240109,,2,61.3,61.325,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-23.75267988,SQQQ,,12.87235118,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,62.42,61.83,56.928,60.58923077,60.85733333,60.77631667,0.08101666667,5.182401961,57.23759804,57.53468535,58.72280286,46.88817915,52.33470518,-5.446526033,-10.40710178,BULLISH ONE WHITE SOLDIER,2022-01-28,2,56.37,50.1,,BUY,12,6,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,1,12,0,0,0,0,2022-02-01 15:28:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.8571890668,1.115963125,2.201965085,-3.39640951,8.624232461,-1.811418405,1.115963125,3.266849839,-0.9542293385,0,0,0,2022-02-01 15:37:00+00:00,0,0,0,918105dc21b34513875f687f5e792728
350,TQQQ,2022-02-01 20:10:00+00:00,340,BUY,1.725742765,,3,62.24,62.0985,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-21.0746353,SQQQ,,11.11929932,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,62.42,61.83,56.928,60.58923077,61.62546667,61.4695,0.1559666667,5.182401961,57.23759804,42.35380199,37.89265145,49.56622373,52.33470518,-2.76848145,-5.289953274,BULLISH ONE WHITE SOLDIER,2022-01-28,2,56.37,50.1,,BUY,12,6,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,1,12,0,0,0,0,2022-02-01 16:06:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.6631085234,1.115963125,0.5053690359,-3.39640951,13.78778565,-0.2911208151,1.115963125,1.57025379,-0.9542293385,0,0,0,2022-02-01 19:29:00+00:00,0,0,0,ad51b9ea1ad94b559f0fad681c81363e
354,TQQQ,2022-02-02 15:08:00+00:00,38,BUY,-0.8525815301,,1,64.92,64.785,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",4.59923729,SQQQ,,-5.653702382,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,65.22,63.01,59.476,60.21153846,64.36823333,63.85763333,0.5106,5.142457467,60.07754253,48.12649325,66.62757317,59.97915728,51.70222768,8.276929597,16.00884521,BULLISH ONE WHITE SOLDIER,2022-01-28,3,56.37,50.1,,BUY,12,4,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,2,12,0,0,0,0,2022-02-01 20:11:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.031264879,3.745437232,2.674887723,0.6824313601,-1.602917653,-0.4761149024,3.745437232,15.81155854,-3.507379781,0,0,0,2022-02-01 20:57:00+00:00,1,0,0,e11f7f01fdac4c348e2f3e0e00dc470b
360,TQQQ,2022-02-04 14:51:00+00:00,21,BUY,0.4225405304,,1,56.98,57.3475,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",12.68003743,SQQQ,,-14.06090663,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.87,56.74,60.566,58.27461538,56.80296667,57.14831667,-0.34535,4.96036564,51.90963436,55.42298967,60.33775329,38.50830876,37.2851944,1.223114358,3.280429075,BULLISH ONE WHITE SOLDIER,2022-01-28,5,56.37,50.1,,BUY,12,2.4,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,4,12,0,0,0,0,2022-02-02 15:09:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.4229820233,2.062037363,3.379793352,-1.498061332,2.877840769,0.1938667607,2.062037363,3.852237584,-0.2291152626,0,0,0,2022-02-02 15:16:00+00:00,2,2,2,0131e0c5c9694b8e9ae543989717a253
364,TQQQ,2022-02-04 16:34:00+00:00,124,BUY,2.693431621,,2,57.402,57.1775,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",14.10435876,SQQQ,SELL,-21.77802676,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.87,56.74,60.566,58.27461538,56.72303333,56.8597,-0.1366666667,4.96036564,51.90963436,58.22368305,75.80009737,39.93263008,37.2851944,2.647435682,7.100501217,BULLISH ONE WHITE SOLDIER,2022-01-28,5,56.37,50.1,,BUY,12,2.4,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,4,12,0,0,0,0,2022-02-04 14:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.166725414,3.313359182,7.112568706,-1.498061332,3.992013984,0.9376101516,3.313359182,7.871709865,-0.2291152626,0,0,0,2022-02-04 15:40:00+00:00,0,0,0,0cd01764efa84c038607542ace6de756
366,TQQQ,2022-02-07 14:51:00+00:00,21,BUY,-0.8751137894,,1,59.79,59.76,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",20.55747338,SQQQ,,-19.53966276,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.07,58.7,60.4,58.01538462,59.31943333,59.58415,-0.2647166667,4.887608579,54.18239142,35.56307453,6.564273121,52.56190553,43.92750908,8.634396453,19.65601199,BULLISH ONE WHITE SOLDIER,2022-01-28,6,56.37,50.1,,BUY,12,2,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,7,12,0,0,0,0,2022-02-04 16:35:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.856899489,2.214650767,0.7922941414,-0.08517887564,0.1654240515,1.226575809,2.214650767,2.188240962,-0.6303236797,0,0,0,2022-02-04 20:57:00+00:00,1,1,1,e6a55a83eb804719b0ff5a4aacd16cec
372,TQQQ,2022-02-07 18:17:00+00:00,227,BUY,-0.05854987614,,2,58.28,58.325,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",15.86192517,SQQQ,SELL,-20.5218604,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.07,58.7,60.4,58.01538462,58.01873333,57.92076667,0.09796666667,4.887608579,54.18239142,35.95985823,19.73088553,47.86635733,43.92750908,3.938848248,8.966700664,BULLISH ONE WHITE SOLDIER,2022-01-28,6,56.37,50.1,,BUY,12,2,57.365,2022-01-31 0:00:00,100,BUY,57.365,2022-01-31,7,12,0,0,0,0,2022-02-07 14:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.7155025554,2.674616695,9.067269545,-2.436115843,4.191613291,-1.345826235,2.674616695,10.75314378,-0.6303236797,0,0,0,2022-02-07 15:04:00+00:00,0,0,0,11d9385e9f28480692dbf8d8b2fb7f16
376,TQQQ,2022-02-08 15:25:00+00:00,55,BUY,-0.8723843913,,1,57.01,57.035,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",6.123432766,SQQQ,,-7.884027256,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.8,57.37,58.908,57.52846154,56.74166667,56.93883333,-0.1971666667,4.78654411,52.01345589,26.698344,48.81020316,44.47180902,45.24606856,-0.7742595421,-1.711219486,BEARISH DARK CLOUD COVER,2022-02-07,1,,60.27,57.37,,9,9,,nan,100,BUY,57.365,2022-01-31,8,12,0,0,0,0,2022-02-07 18:18:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.627505665,0.4706292487,0.5168144095,-1.987101272,2.701654162,0.3660449712,0.4706292487,0.04922041995,0.9935506362,0,0,0,2022-02-07 20:36:00+00:00,1,0,0,b3ce2c2e95a64a958fc6f9ac1c1ed659
378,TQQQ,2022-02-08 15:51:00+00:00,81,BUY,0.7614461517,,2,57.62,57.54,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",8.127801329,SQQQ,,-10.21800807,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.8,57.37,58.908,57.52846154,56.95926667,56.85028333,0.1089833333,4.78654411,52.01345589,65.38763093,74.69796116,46.47617758,45.24606856,1.230109021,2.718709184,BEARISH DARK CLOUD COVER,2022-02-07,1,,60.27,57.37,,9,9,,nan,100,BUY,57.365,2022-01-31,8,12,0,0,0,0,2022-02-08 15:26:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.4357678229,0.7669513683,0.2540016733,-1.987101272,4.814486262,1.429318459,0.7669513683,-0.5080033466,0.9935506362,0,0,0,2022-02-08 15:30:00+00:00,0,0,0,3d7a0712ee75458399d811dbb921d7f1
382,TQQQ,2022-02-09 15:44:00+00:00,74,BUY,2.153023228,,1,61.66,61.66,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",17.15212082,SQQQ,,-20.1192273,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,61.56,59.32,58.708,58.05384615,61.38626667,61.33458333,0.05168333333,4.781000257,56.77899974,16.36606221,-9.852855953,65.83447175,51.95312016,13.88135159,26.71899502,BEARISH DARK CLOUD COVER,2022-02-07,2,,60.27,57.37,,9,4.5,,nan,100,BUY,57.365,2022-01-31,9,12,0,0,0,0,2022-02-08 15:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.944706676,4.467296022,2.334561306,2.4275118,-3.683008463,0.1685772084,4.467296022,19.20364945,-3.776129467,0,0,0,2022-02-08 19:30:00+00:00,1,1,1,c322f7fbe6104206b66f4e007c54c978
384,TQQQ,2022-02-10 15:02:00+00:00,32,BUY,-0.7933788288,,1,61.68,61.45,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",2.186453777,SQQQ,,-3.588518795,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,60.7345,61.6676,-0.9331,4.814121382,54.49587862,53.92621142,7.028616667,64.37564193,68.52995739,-4.154315454,-6.062042955,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-09 15:45:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.095238095,-1.920634921,-0.3353489544,-6,23.42857143,3.761904762,-1.920634921,10.91408415,5.857142857,0,0,0,2022-02-09 20:57:00+00:00,1,2,2,659453a1ff9c43bbbdb8bf924d90d2ed
386,TQQQ,2022-02-10 15:40:00+00:00,70,BUY,-0.9980701467,,2,62.66,62.1875,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', ', Skip Start Delay', 'Slope Last 15 Min > -20']",6.274173143,SQQQ,,-7.580823522,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', ', Skip Start Delay', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,61.9241,61.59138333,0.3327166667,4.814121382,54.49587862,36.92332239,44.98958016,68.4633613,68.52995739,-0.06659608795,-0.09717806707,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-10 15:03:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.5396825397,-0.5238095238,-0.008314436886,-6,32.76190476,5.317460317,-0.5238095238,3.059712774,5.857142857,0,0,0,2022-02-10 15:19:00+00:00,0,2,2,106f4e202f8148f28a3d1bbdbafda710
388,TQQQ,2022-02-10 16:54:00+00:00,144,BUY,-1.265891533,,3,61.75,61.6835,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",2.462176472,SQQQ,,-4.677397105,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,61.2555,61.38386667,-0.1283666667,4.814121382,54.49587862,48.04179254,62.64112973,64.65136463,68.52995739,-3.878592759,-5.659704028,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-10 15:41:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.984126984,-0.1428571429,-0.2630385488,-6,24.0952381,3.873015873,-0.1428571429,0.5736961451,5.857142857,0,0,0,2022-02-10 15:52:00+00:00,0,2,2,5bc3a70b597d429e8caca4040661c666
390,TQQQ,2022-02-10 18:11:00+00:00,221,BUY,-0.9944458589,,4,61.1,61.053,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.01072187773,SQQQ,,-2.533877295,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,61.0081,61.4906,-0.4825,4.814121382,54.49587862,30.03151063,61.25297944,62.17846628,68.52995739,-6.351491108,-9.268196495,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-10 16:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-3.015873016,-0.1428571429,-0.410430839,-6,17.9047619,2.841269841,-0.1428571429,0.4263038549,5.857142857,0,0,0,2022-02-10 17:47:00+00:00,0,2,2,55afadea109d4c8281de4dc2730f6bf9
396,TQQQ,2022-02-14 14:55:00+00:00,25,BUY,-0.9620923111,,1,54.27,53.835,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-4.887716696,SQQQ,,1.257554581,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.9,53.28,57.496,58.27384615,53.51453333,53.39016667,0.1243666667,4.769545537,48.13045446,47.18464141,54.06276236,42.07376024,43.07224617,-0.9984859265,-2.318165444,BEARISH DARK CLOUD COVER,2022-02-07,5,,60.27,57.37,SHORT,9,1.8,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,3,9,0,0,0,0,2022-02-10 18:12:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.858108108,1.933183183,0.1451338726,-1.295045045,4.083475367,2.571321321,1.933183183,-1.233637917,0.7132132132,0,0,0,2022-02-10 18:18:00+00:00,2,1,1,879d97b0fb7f4f37aa4cb17febe6f1f8
400,TQQQ,2022-02-14 15:55:00+00:00,85,BUY,-0.2001744921,,2,53.795,53.792,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.350307738,SQQQ,SELL,-2.566087926,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.9,53.28,57.496,58.27384615,53.52253333,53.49565,0.02688333333,4.769545537,48.13045446,39.60719234,35.32981304,40.6111692,43.07224617,-2.461076969,-5.713834748,BEARISH DARK CLOUD COVER,2022-02-07,5,,60.27,57.37,SHORT,9,1.8,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,3,9,0,0,0,0,2022-02-14 14:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.9665915916,1.933183183,1.86859861,-1.295045045,2.92892132,1.679804805,1.933183183,0.4898268201,0.7132132132,0,0,0,2022-02-14 15:02:00+00:00,0,0,0,1a96007356484a6495c6e753ca130128
410,TQQQ,2022-02-16 19:14:00+00:00,284,BUY,2.998016114,,1,55.755,55.8025,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-20.64350839,SQQQ,,13.2828418,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.27,57.3,55.73,58.70153846,55.4611,55.34343333,0.1176666667,4.709557305,51.56044269,37.78213464,16.94611029,40.10902094,45.89483703,-5.785816084,-12.60668184,BEARISH DARK CLOUD COVER,2022-02-07,7,,60.27,57.37,SHORT,9,1.285714286,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,5,9,0,0,0,0,2022-02-14 15:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.696335079,-1.780104712,-1.630985993,-4.537521815,8.354424982,-0.8987783595,-1.780104712,1.568853193,1.797556719,0,0,0,2022-02-14 18:32:00+00:00,2,0,0,df38430ade5f401b9802a5bca5bc4571
414,TQQQ,2022-02-18 15:00:00+00:00,30,BUY,-1.105386261,,1,52.39,52.439,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-5.417544078,SQQQ,,-1.120842466,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.59,52.21,54.5482,57.267,52.02506667,52.23998333,-0.2149166667,4.627922912,47.96207709,63.04036667,83.85874242,38.96572663,30.78927071,8.176455922,26.55618575,BEARISH DARK CLOUD COVER,2022-02-07,9,,60.27,57.37,SHORT,9,1,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,7,9,0,0,0,0,2022-02-16 19:15:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.3447615399,1.108982953,0.8475085203,-1.7238077,3.565815583,-0.3830683777,1.108982953,1.654659492,-0.7278299176,0,0,0,2022-02-16 20:57:00+00:00,2,1,1,43c48b58e8044b948a3c2fd7d7b03c61
420,TQQQ,2022-02-22 14:52:00+00:00,22,BUY,-0.8414268098,,1,50.67,50.4095,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-15.04800767,SQQQ,,8.034795865,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,49.04,50.44,53.3564,55.95707692,49.96323333,50.20443333,-0.2412,4.634143739,44.40585626,100.0204288,147.8537315,31.86485182,33.90947487,-2.044623051,-6.02965118,BEARISH DARK CLOUD COVER,2022-02-07,10,,60.27,57.37,SHORT,9,0.9,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,11,9,0,0,0,0,2022-02-18 15:01:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.4559873117,0.7731958763,0.2452643541,-3.172085646,11.50855815,3.231562252,0.7731958763,-1.900798744,2.775574941,0,0,0,2022-02-18 15:13:00+00:00,1,1,1,19e235f7909e439f809111e6cec84c2b
422,TQQQ,2022-02-22 15:25:00+00:00,55,BUY,-0.8373841098,,2,50.791,50.8775,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-14.45868264,SQQQ,,6.94342575,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,49.04,50.44,53.3564,55.95707692,50.65186667,50.34046667,0.3114,4.634143739,44.40585626,39.66470803,38.06634602,32.45417684,33.90947487,-1.455298023,-4.291715012,BEARISH DARK CLOUD COVER,2022-02-07,10,,60.27,57.37,SHORT,9,0.9,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,11,9,0,0,0,0,2022-02-22 14:53:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.6958762887,1.823949247,2.057547822,-3.172085646,12.26950653,3.471451229,1.823949247,-3.00496,2.775574941,0,0,0,2022-02-22 15:07:00+00:00,0,1,1,0e97564536f54e8ead9465dfbbd7db7d
