,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
374,SQQQ,2022-02-08 15:08:00+00:00,38,BUY,-1.126773777,,1,39.93,39.9665,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.589343791,TQQQ,,4.885976319,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.81,39.36,38.616,40.40384615,39.66953333,39.55785,0.1116833333,2.90990806,36.90009194,32.15147964,17.57739216,52.01063569,49.66074872,2.349886978,4.731879883,BULLISH PIERCING LINE,2022-02-07,1,39.36,37.4908,,,5,5,,nan,100,SELL,40.58,2022-01-31,8,8,0,0,0,0,2022-02-07 16:23:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.448170732,2.083333333,1.32325542,-0.406504065,0.7539328442,0.3048780488,2.083333333,3.705115176,-1.143292683,0,0,0,2022-02-07 18:17:00+00:00,1,1,1,fcdbbfcf8a7d42aea57f33b8cdc168cc
376,TQQQ,2022-02-08 15:25:00+00:00,55,BUY,-0.8723843913,,1,57.01,57.035,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",6.123432766,SQQQ,,-7.884027256,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.8,57.37,58.908,57.52846154,56.74166667,56.93883333,-0.1971666667,4.78654411,52.01345589,26.698344,48.81020316,44.47180902,45.24606856,-0.7742595421,-1.711219486,BEARISH DARK CLOUD COVER,2022-02-07,1,,60.27,57.37,,9,9,,nan,100,BUY,57.365,2022-01-31,8,12,0,0,0,0,2022-02-07 18:18:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.627505665,0.4706292487,0.5168144095,-1.987101272,2.701654162,0.3660449712,0.4706292487,0.04922041995,0.9935506362,0,0,0,2022-02-07 20:36:00+00:00,1,0,0,b3ce2c2e95a64a958fc6f9ac1c1ed659
378,TQQQ,2022-02-08 15:51:00+00:00,81,BUY,0.7614461517,,2,57.62,57.54,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",8.127801329,SQQQ,,-10.21800807,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.8,57.37,58.908,57.52846154,56.95926667,56.85028333,0.1089833333,4.78654411,52.01345589,65.38763093,74.69796116,46.47617758,45.24606856,1.230109021,2.718709184,BEARISH DARK CLOUD COVER,2022-02-07,1,,60.27,57.37,,9,9,,nan,100,BUY,57.365,2022-01-31,8,12,0,0,0,0,2022-02-08 15:26:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.4357678229,0.7669513683,0.2540016733,-1.987101272,4.814486262,1.429318459,0.7669513683,-0.5080033466,0.9935506362,0,0,0,2022-02-08 15:30:00+00:00,0,0,0,3d7a0712ee75458399d811dbb921d7f1
380,SQQQ,2022-02-08 19:30:00+00:00,300,BUY,-0.867713834,,2,38.822,38.686,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-11.89158202,TQQQ,SELL,10.13148471,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.81,39.36,38.616,40.40384615,38.43896667,38.43075,0.008216666667,2.90990806,36.90009194,40.26517444,27.72686293,46.70839746,49.66074872,-2.952351253,-5.945039753,BULLISH PIERCING LINE,2022-02-07,1,39.36,37.4908,,,5,5,,nan,100,SELL,40.58,2022-01-31,8,8,0,0,0,0,2022-02-08 15:09:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.366869919,2.083333333,7.187923442,-3.861788618,9.634848635,-2.510162602,2.083333333,9.569783198,-1.143292683,0,0,0,2022-02-08 15:19:00+00:00,0,0,0,2a23c9b176844e1d84f4b8a8603a9afe
382,TQQQ,2022-02-09 15:44:00+00:00,74,BUY,2.153023228,,1,61.66,61.66,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",17.15212082,SQQQ,,-20.1192273,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,61.56,59.32,58.708,58.05384615,61.38626667,61.33458333,0.05168333333,4.781000257,56.77899974,16.36606221,-9.852855953,65.83447175,51.95312016,13.88135159,26.71899502,BEARISH DARK CLOUD COVER,2022-02-07,2,,60.27,57.37,,9,4.5,,nan,100,BUY,57.365,2022-01-31,9,12,0,0,0,0,2022-02-08 15:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.944706676,4.467296022,2.334561306,2.4275118,-3.683008463,0.1685772084,4.467296022,19.20364945,-3.776129467,0,0,0,2022-02-08 19:30:00+00:00,1,1,1,c322f7fbe6104206b66f4e007c54c978
384,TQQQ,2022-02-10 15:02:00+00:00,32,BUY,-0.7933788288,,1,61.68,61.45,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",2.186453777,SQQQ,,-3.588518795,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,60.7345,61.6676,-0.9331,4.814121382,54.49587862,53.92621142,7.028616667,64.37564193,68.52995739,-4.154315454,-6.062042955,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-09 15:45:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.095238095,-1.920634921,-0.3353489544,-6,23.42857143,3.761904762,-1.920634921,10.91408415,5.857142857,0,0,0,2022-02-09 20:57:00+00:00,1,2,2,659453a1ff9c43bbbdb8bf924d90d2ed
386,TQQQ,2022-02-10 15:40:00+00:00,70,BUY,-0.9980701467,,2,62.66,62.1875,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', ', Skip Start Delay', 'Slope Last 15 Min > -20']",6.274173143,SQQQ,,-7.580823522,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', ', Skip Start Delay', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,61.9241,61.59138333,0.3327166667,4.814121382,54.49587862,36.92332239,44.98958016,68.4633613,68.52995739,-0.06659608795,-0.09717806707,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-10 15:03:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.5396825397,-0.5238095238,-0.008314436886,-6,32.76190476,5.317460317,-0.5238095238,3.059712774,5.857142857,0,0,0,2022-02-10 15:19:00+00:00,0,2,2,106f4e202f8148f28a3d1bbdbafda710
388,TQQQ,2022-02-10 16:54:00+00:00,144,BUY,-1.265891533,,3,61.75,61.6835,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",2.462176472,SQQQ,,-4.677397105,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,61.2555,61.38386667,-0.1283666667,4.814121382,54.49587862,48.04179254,62.64112973,64.65136463,68.52995739,-3.878592759,-5.659704028,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-10 15:41:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.984126984,-0.1428571429,-0.2630385488,-6,24.0952381,3.873015873,-0.1428571429,0.5736961451,5.857142857,0,0,0,2022-02-10 15:52:00+00:00,0,2,2,5bc3a70b597d429e8caca4040661c666
390,TQQQ,2022-02-10 18:11:00+00:00,221,BUY,-0.9944458589,,4,61.1,61.053,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.01072187773,SQQQ,,-2.533877295,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,59.31,63,59.612,58.34384615,61.0081,61.4906,-0.4825,4.814121382,54.49587862,30.03151063,61.25297944,62.17846628,68.52995739,-6.351491108,-9.268196495,BEARISH DARK CLOUD COVER,2022-02-07,3,,60.27,57.37,,9,3,,nan,100,BUY,57.365,2022-01-31,10,12,0,0,0,0,2022-02-10 16:55:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-3.015873016,-0.1428571429,-0.410430839,-6,17.9047619,2.841269841,-0.1428571429,0.4263038549,5.857142857,0,0,0,2022-02-10 17:47:00+00:00,0,2,2,55afadea109d4c8281de4dc2730f6bf9
392,SQQQ,2022-02-11 15:07:00+00:00,37,BUY,0.423473795,,1,38.08,38.345,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-9.774985967,TQQQ,,6.039236031,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,38.06,38.03,37.778,39.08769231,38.10296667,38.1382,-0.03523333333,2.814862611,35.24513739,42.61102422,51.05796392,37.19611186,40.42263628,-3.226524428,-7.981974272,BULLISH PIERCING LINE,2022-02-07,4,39.36,37.4908,,,5,1.25,,nan,100,SELL,40.58,2022-01-31,11,8,0,0,0,0,2022-02-08 19:31:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.1314751512,1.577701814,2.28171443,-1.314751512,1.901428692,0.05259006048,1.577701814,2.406171581,-0.07888509072,0,0,0,2022-02-08 20:12:00+00:00,3,1,1,be7101a6d47641c7a0ef8955c4607a37
394,SQQQ,2022-02-11 16:01:00+00:00,91,BUY,6.553167703,,2,38.65,38.545,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.703790424,TQQQ,,3.277375324,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,38.06,38.03,37.778,39.08769231,38.39066667,38.41996667,-0.0293,2.814862611,35.24513739,28.05841014,33.10627785,40.2673074,40.42263628,-0.155328885,-0.3842621346,BULLISH PIERCING LINE,2022-02-07,4,39.36,37.4908,,,5,1.25,,nan,100,SELL,40.58,2022-01-31,11,8,0,0,0,0,2022-02-11 15:08:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.630291875,2.29555614,1.527151468,-1.314751512,3.872000246,1.551406784,2.29555614,1.708236623,-0.07888509072,0,0,0,2022-02-11 15:42:00+00:00,0,1,1,829df7e7ea8b4edd9f1e815d1dbc3062
396,TQQQ,2022-02-14 14:55:00+00:00,25,BUY,-0.9620923111,,1,54.27,53.835,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-4.887716696,SQQQ,,1.257554581,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.9,53.28,57.496,58.27384615,53.51453333,53.39016667,0.1243666667,4.769545537,48.13045446,47.18464141,54.06276236,42.07376024,43.07224617,-0.9984859265,-2.318165444,BEARISH DARK CLOUD COVER,2022-02-07,5,,60.27,57.37,SHORT,9,1.8,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,3,9,0,0,0,0,2022-02-10 18:12:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.858108108,1.933183183,0.1451338726,-1.295045045,4.083475367,2.571321321,1.933183183,-1.233637917,0.7132132132,0,0,0,2022-02-10 18:18:00+00:00,2,1,1,879d97b0fb7f4f37aa4cb17febe6f1f8
398,SQQQ,2022-02-14 15:11:00+00:00,41,BUY,-0.05240030142,,1,41.33,41.645,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",3.289843416,TQQQ,,-6.940131699,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,41.92,41.62,39.032,39.20153846,41.37483333,41.47625,-0.1014166667,2.928368592,38.99163141,51.11269016,72.07633916,56.5342477,52.39671197,4.137535724,7.896556039,BULLISH PIERCING LINE,2022-02-07,5,39.36,37.4908,,BUY,5,1,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,3,5,0,0,0,0,2022-02-11 16:02:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.696780394,1.249399327,2.431555634,-1.982220087,2.548024378,-1.417587698,1.249399327,3.332131795,-0.7208073042,0,0,0,2022-02-11 20:57:00+00:00,1,0,0,9845543226134b6c97885ea2ae251bcf
400,TQQQ,2022-02-14 15:55:00+00:00,85,BUY,-0.2001744921,,2,53.795,53.792,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.350307738,SQQQ,SELL,-2.566087926,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.9,53.28,57.496,58.27384615,53.52253333,53.49565,0.02688333333,4.769545537,48.13045446,39.60719234,35.32981304,40.6111692,43.07224617,-2.461076969,-5.713834748,BEARISH DARK CLOUD COVER,2022-02-07,5,,60.27,57.37,SHORT,9,1.8,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,3,9,0,0,0,0,2022-02-14 14:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.9665915916,1.933183183,1.86859861,-1.295045045,2.92892132,1.679804805,1.933183183,0.4898268201,0.7132132132,0,0,0,2022-02-14 15:02:00+00:00,0,0,0,1a96007356484a6495c6e753ca130128
402,SQQQ,2022-02-14 18:32:00+00:00,242,BUY,1.131994293,,2,41.339,41.1075,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",3.332995934,TQQQ,SELL,-6.875802731,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,41.92,41.62,39.032,39.20153846,40.8149,40.66926667,0.1456333333,2.928368592,38.99163141,35.82391744,22.78713404,56.57740022,52.39671197,4.180688241,7.97891334,BULLISH PIERCING LINE,2022-02-07,5,39.36,37.4908,,BUY,5,1,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,3,5,0,0,0,0,2022-02-14 15:12:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.6751561749,1.249399327,2.40453835,-3.231619414,8.261516233,-1.395963479,1.249399327,3.305114511,-0.7208073042,0,0,0,2022-02-14 15:55:00+00:00,0,0,0,a31d17bfa50549959ab41e2bd745d195
404,SQQQ,2022-02-15 20:42:00+00:00,372,BUY,-0.9908371216,,1,39.05,39.008,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-2.684659285,TQQQ,,-4.732021714,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.6,41.52,39.3112,38.73046154,38.76956667,38.7844,-0.01483333333,3.016750487,36.58324951,29.73780879,19.12903784,51.87109625,57.45944784,-5.588351592,-9.725731454,BULLISH PIERCING LINE,2022-02-07,6,39.36,37.4908,,BUY,5,0.8333333333,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,4,5,0,0,0,0,2022-02-14 18:33:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-5.94894027,-3.697013487,-8.325403687,-7.16522158,8.714925091,-1.324662813,-3.697013487,8.77061244,4.624277457,0,0,0,2022-02-14 19:38:00+00:00,1,1,1,91027ca4031146f6a82259b9ac6e190b
406,SQQQ,2022-02-16 14:51:00+00:00,21,BUY,-0.8925372081,,1,40.09,39.7285,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",15.16775456,TQQQ,,-22.58499794,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.15,38.45,39.814,38.48846154,39.2792,39.04893333,0.2302666667,2.963916059,36.18608394,32.937355,-62.18004323,57.81124601,49.27118376,8.54006225,17.33277262,BULLISH PIERCING LINE,2022-02-07,7,39.36,37.4908,,BUY,5,0.7142857143,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,5,5,0,0,0,0,2022-02-15 20:43:00+00:00,0,0,0,0,0,0,0,0,0,0,0,4.265279584,4.291287386,0.1116069541,1.820546164,-4.450750049,2.44473342,4.291287386,7.924093743,-1.820546164,0,0,0,2022-02-15 20:52:00+00:00,1,2,2,3ae538fc21454bd2b6ccce97ca4e9c91
408,SQQQ,2022-02-16 17:41:00+00:00,191,BUY,-1.578965676,,2,39.98,40.0475,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",14.77496861,TQQQ,,-22.22677799,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.15,38.45,39.814,38.48846154,39.8242,39.72933333,0.09486666667,2.963916059,36.18608394,25.6018527,13.53086387,57.41846006,49.27118376,8.147276302,16.5355806,BULLISH PIERCING LINE,2022-02-07,7,39.36,37.4908,,BUY,5,0.7142857143,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,5,5,0,0,0,0,2022-02-16 14:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.979193758,4.548764629,2.590843833,1.820546164,-3.929917597,2.158647594,4.548764629,10.87207983,-1.820546164,0,0,0,2022-02-16 15:45:00+00:00,0,2,2,9e0f1a85e89b49fb8285e1ed37336103
410,TQQQ,2022-02-16 19:14:00+00:00,284,BUY,2.998016114,,1,55.755,55.8025,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-20.64350839,SQQQ,,13.2828418,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,56.27,57.3,55.73,58.70153846,55.4611,55.34343333,0.1176666667,4.709557305,51.56044269,37.78213464,16.94611029,40.10902094,45.89483703,-5.785816084,-12.60668184,BEARISH DARK CLOUD COVER,2022-02-07,7,,60.27,57.37,SHORT,9,1.285714286,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,5,9,0,0,0,0,2022-02-14 15:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.696335079,-1.780104712,-1.630985993,-4.537521815,8.354424982,-0.8987783595,-1.780104712,1.568853193,1.797556719,0,0,0,2022-02-14 18:32:00+00:00,2,0,0,df38430ade5f401b9802a5bca5bc4571
412,SQQQ,2022-02-17 14:51:00+00:00,21,BUY,4.327563506,,1,39.88,39.723,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",14.60686482,TQQQ,,-22.10805008,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.55,38.48,39.916,38.57769231,39.21883333,38.7809,0.4379333333,2.923114491,36.62688551,29.6663256,-63.0610904,59.14160438,51.22627802,7.915326359,15.45169133,BULLISH PIERCING LINE,2022-02-07,8,39.36,37.4908,,BUY,5,0.625,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,6,5,0,0,0,0,2022-02-16 17:42:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.638253638,3.846153846,0.7996161842,2.156964657,-3.195087979,0.8575883576,3.846153846,11.49448265,-2.780665281,0,0,0,2022-02-16 19:02:00+00:00,1,1,1,86ec86d13cd94b2db410d05b17e3a429
414,TQQQ,2022-02-18 15:00:00+00:00,30,BUY,-1.105386261,,1,52.39,52.439,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-5.417544078,SQQQ,,-1.120842466,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,52.59,52.21,54.5482,57.267,52.02506667,52.23998333,-0.2149166667,4.627922912,47.96207709,63.04036667,83.85874242,38.96572663,30.78927071,8.176455922,26.55618575,BEARISH DARK CLOUD COVER,2022-02-07,9,,60.27,57.37,SHORT,9,1,57.04,2022-02-11 0:00:00,100,SHORT,57.04,2022-02-11,7,9,0,0,0,0,2022-02-16 19:15:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.3447615399,1.108982953,0.8475085203,-1.7238077,3.565815583,-0.3830683777,1.108982953,1.654659492,-0.7278299176,0,0,0,2022-02-16 20:57:00+00:00,2,1,1,43c48b58e8044b948a3c2fd7d7b03c61
416,SQQQ,2022-02-18 15:16:00+00:00,46,BUY,0.3411040548,,1,41.93,42.1055,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.3616876776,TQQQ,,-6.362302404,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,41.55,41.89,40.394,39.14923077,41.98296667,41.99083333,-0.007866666667,2.928501599,38.6214984,35.84485773,43.72958462,59.18140988,65.76694371,-6.585533831,-10.01344058,BULLISH PIERCING LINE,2022-02-07,9,39.36,37.4908,,BUY,5,0.5555555556,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,7,5,0,0,0,0,2022-02-17 14:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.09548818334,1.694915254,2.710893341,-1.1458582,1.422406933,0.9071377417,1.694915254,1.335216123,0.8116495584,0,0,0,2022-02-17 20:57:00+00:00,1,0,0,0d270ad4df1c48b893ddd73566188ffa
418,SQQQ,2022-02-18 20:25:00+00:00,355,BUY,0.41086012,,2,43.15,43.1085,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",4.282996136,TQQQ,,-10.09433023,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,41.55,41.89,40.394,39.14923077,42.6396,42.65226667,-0.01266666667,2.928501599,38.6214984,49.32537084,30.22793304,63.82609369,65.76694371,-1.940850018,-2.951102648,BULLISH PIERCING LINE,2022-02-07,9,39.36,37.4908,,BUY,5,0.5555555556,39.58,2022-02-11 0:00:00,100,BUY,39.58,2022-02-11,7,5,0,0,0,0,2022-02-18 15:17:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.007877775,5.514442588,13.82230775,-1.1458582,4.759592428,3.819527333,5.514442588,9.346512861,0.8116495584,0,0,0,2022-02-18 19:33:00+00:00,0,0,0,bdbd54b25b3a4d4fa81823c958bfa469
